# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
 836 2.4852885161e-10 7.5171548785e-15 3.3909710650e-15
 837 2.4801637615e-10 7.4835730581e-15 3.3901163176e-15
 838 2.4748411853e-10 7.4501645627e-15 3.3871095064e-15
 839 2.4693228773e-10 7.4169293143e-15 3.3820089156e-15
 840 2.4636109563e-10 7.3838672179e-15 3.3748734940e-15
 841 2.4577075696e-10 7.3509781615e-15 3.3657628578e-15
 842 2.4516148932e-10 7.3182620159e-15 3.3547372923e-15
 843 2.4453351324e-10 7.2857186351e-15 3.3418577540e-15
 844 2.4388705210e-10 7.2533478555e-15 3.3271858725e-15
 845 2.4322233221e-10 7.2211494964e-15 3.3107839532e-15
 846 2.4253958282e-10 7.1891233599e-15 3.2927149788e-15
 847 2.4183903606e-10 7.1572692302e-15 3.2730426114e-15
 848 2.4112092703e-10 7.1255868745e-15 3.2518311951e-15
 849 2.4038549376e-10 7.0940760423e-15 3.2291457575e-15
 850 2.3963297725e-10 7.0627364652e-15 3.2050520122e-15
 851 2.3886362144e-10 7.0315678574e-15 3.1796163607e-15
 852 2.3807767327e-10 7.0005699153e-15 3.1529058945e-15
 853 2.3727538263e-10 6.9697423172e-15 3.1249883970e-15
 854 2.3645700244e-10 6.9390847237e-15 3.0959323462e-15
 855 2.3562278859e-10 6.9085967775e-15 3.0658069160e-15
 856 2.3477300000e-10 6.8782781029e-15 3.0346819789e-15
 857 2.3390789858e-10 6.8481283063e-15 3.0026281077e-15
 858 2.3302774931e-10 6.8181469759e-15 2.9697165778e-15
 859 2.3213282019e-10 6.7883336817e-15 2.9360193692e-15
 860 2.3122338224e-10 6.7586879750e-15 2.9016091687e-15
 861 2.3029970959e-10 6.7292093891e-15 2.8665593717e-15
 862 2.2936207939e-10 6.6998974386e-15 2.8309440847e-15
 863 2.2841077188e-10 6.6707516196e-15 2.7948381270e-15
 864 2.2744607040e-10 6.6417714096e-15 2.7583170330e-15
 865 2.2646826137e-10 6.6129562673e-15 2.7214570543e-15
 866 2.2547763430e-10 6.5843056327e-15 2.6843351617e-15
 867 2.2447448183e-10 6.5558189270e-15 2.6470290473e-15
 868 2.2345909973e-10 6.5274955525e-15 2.6096171266e-15
 869 2.2243178688e-10 6.4993348924e-15 2.5721785406e-15
 870 2.2139284531e-10 6.4713363109e-15 2.5347931578e-15
 871 2.2034258019e-10 6.4434991531e-15 2.4975415766e-15
 872 2.1928129987e-10 6.4158227451e-15 2.4605051269e-15
 873 2.1820931585e-10 6.3883063933e-15 2.4237658724e-15
 874 2.1712694281e-10 6.3609493852e-15 2.3874066130e-15
 875 2.1603449863e-10 6.3337509886e-15 2.3515108865e-15
 876 2.1493230066e-10 6.3067103830e-15 2.3161491198e-15
 877 2.1382065460e-10 6.2798264506e-15 2.2813368264e-15
 878 2.1269986549e-10 6.2530979816e-15 2.2470757165e-15
 879 2.1157024136e-10 6.2265237428e-15 2.2133674846e-15
 880 2.1043209329e-10 6.2001024770e-15 2.1802138099e-15
 881 2.0928573539e-10 6.1738329040e-15 2.1476163552e-15
 882 2.0813148482e-10 6.1477137193e-15 2.1155767681e-15
 883 2.0696966180e-10 6.1217435949e-15 2.0840966797e-15
 884 2.0580058960e-10 6.0959211789e-15 2.0531777056e-15
 885 2.0462459457e-10 6.0702450952e-15 2.0228214449e-15
 886 2.0344200614e-10 6.0447139440e-15 1.9930294809e-15
 887 2.0225315683e-10 6.0193263010e-15 1.9638033804e-15
 888 2.0105838227e-10 5.9940807179e-15 1.9351446941e-15
 889 1.9985802118e-10 5.9689757221e-15 1.9070549561e-15
 890 1.9865241540e-10 5.9440098165e-15 1.8795356841e-15
 891 1.9744190989e-10 5.9191814796e-15 1.8525883795e-15
 892 1.9622685277e-10 5.8944891654e-15 1.8262145268e-15
 893 1.9500759528e-10 5.8699313033e-15 1.8004155939e-15
 894 1.9378449180e-10 5.8455062978e-15 1.7751930320e-15
 895 1.9255789989e-10 5.8212125289e-15 1.7505482753e-15
 896 1.9132818028e-10 5.7970483514e-15 1.7264827412e-15
 897 1.9009569686e-10 5.7730120955e-15 1.7029978301e-15
 898 1.8886081672e-10 5.7491020661e-15 1.6800949253e-15
 899 1.8762391013e-10 5.7253165431e-15 1.6577753929e-15
 900 1.8638535058e-10 5.7016537812e-15 1.6360405818e-15
 901 1.8514551476e-10 5.6781120098e-15 1.6148918237e-15
 902 1.8390478260e-10 5.6546894330e-15 1.5943304328e-15
 903 1.8266353722e-10 5.6313842294e-15 1.5743577057e-15
 904 1.8142216501e-10 5.6081945520e-15 1.5549749219e-15
 905 1.8018105561e-10 5.5851185284e-15 1.5361833428e-15
 906 1.7894060189e-10 5.5621542605e-15 1.5179842125e-15
 907 1.7770120000e-10 5.5392998241e-15 1.5003787570e-15
 908 1.7646324937e-10 5.5165532696e-15 1.4833681847e-15
 909 1.7522715269e-10 5.4939126212e-15 1.4669536860e-15
 910 1.7399331596e-10 5.4713758772e-15 1.4511364333e-15
 911 1.7276214848e-10 5.4489410098e-15 1.4359175810e-15
 912 1.7153406283e-10 5.4266059649e-15 1.4212982651e-15
 913 1.7030947494e-10 5.4043686624e-15 1.4072796037e-15
 914 1.6908880404e-10 5.3822269956e-15 1.3938626964e-15
 915 1.6787247271e-10 5.3601788316e-15 1.3810486244e-15
 916 1.6666087114e-10 5.3382224097e-15 1.3688354575e-15
 917 1.6545424930e-10 5.3163575454e-15 1.3572092216e-15
 918 1.6425282308e-10 5.2945844453e-15 1.3461527869e-15
 919 1.6305680986e-10 5.2729033104e-15 1.3356488475e-15
 920 1.6186642849e-10 5.2513143361e-15 1.3256799210e-15
 921 1.6068189935e-10 5.2298177117e-15 1.3162283476e-15
 922 1.5950344431e-10 5.2084136208e-15 1.3072762900e-15
 923 1.5833128672e-10 5.1871022411e-15 1.2988057327e-15
 924 1.5716565147e-10 5.1658837446e-15 1.2907984816e-15
 925 1.5600676493e-10 5.1447582970e-15 1.2832361635e-15
 926 1.5485485501e-10 5.1237260585e-15 1.2761002252e-15
 927 1.5371015113e-10 5.1027871830e-15 1.2693719338e-15
 928 1.5257288422e-10 5.0819418188e-15 1.2630323754e-15
 929 1.5144328675e-10 5.0611901078e-15 1.2570624551e-15
 930 1.5032159270e-10 5.0405321861e-15 1.2514428960e-15
 931 1.4920803762e-10 5.0199681836e-15 1.2461542396e-15
 932 1.4810285855e-10 4.9994982245e-15 1.2411768440e-15
 933 1.4700629409e-10 4.9791224263e-15 1.2364908847e-15
 934 1.4591858440e-10 4.9588409009e-15 1.2320763533e-15
 935 1.4483997115e-10 4.9386537538e-15 1.2279130569e-15
 936 1.4377069759e-10 4.9185610843e-15 1.2239806184e-15
 937 1.4271100852e-10 4.8985629857e-15 1.2202584751e-15
 938 1.4166115029e-10 4.8786595448e-15 1.2167258788e-15
 939 1.4062137080e-10 4.8588508424e-15 1.2133618949e-15
 940 1.3959191953e-10 4.8391369529e-15 1.2101454022e-15
 941 1.3857304754e-10 4.8195179445e-15 1.2070550923e-15
 942 1.3756500744e-10 4.7999938790e-15 1.2040694690e-15
 943 1.3656805343e-10 4.7805648118e-15 1.2011668479e-15
 944 1.3558244127e-10 4.7612307920e-15 1.1983253556e-15
 945 1.3460842831e-10 4.7419918624e-15 1.1955229300e-15
 946 1.3364627352e-10 4.7228480592e-15 1.1927373186e-15
 947 1.3269623740e-10 4.7037994123e-15 1.1899460793e-15
 948 1.3175858210e-10 4.6848459450e-15 1.1871265786e-15
 949 1.3083357133e-10 4.6659876743e-15 1.1842559922e-15
 950 1.2992147042e-10 4.6472246106e-15 1.1813113038e-15
 951 1.2902254628e-10 4.6285567575e-15 1.1782693050e-15
 952 1.2813706747e-10 4.6099841125e-15 1.1751065944e-15
 953 1.2726530412e-10 4.5915066662e-15 1.1717995775e-15
 954 1.2640752800e-10 4.5731244027e-15 1.1683244660e-15
 955 1.2556401249e-10 4.5548372994e-15 1.1646572771e-15
 956 1.2473498964e-10 4.5366452431e-15 1.1607792997e-15
 957 1.2392052061e-10 4.5185477775e-15 1.1566935835e-15
 958 1.2312062323e-10 4.5005443517e-15 1.1524087006e-15
 959 1.2233531482e-10 4.4826344038e-15 1.1479333022e-15
 960 1.2156461218e-10 4.4648173608e-15 1.1432761189e-15
 961 1.2080853155e-10 4.4470926391e-15 1.1384459608e-15
 962 1.2006708863e-10 4.4294596436e-15 1.1334517179e-15
 963 1.1934029860e-10 4.4119177683e-15 1.1283023601e-15
 964 1.1862817610e-10 4.3944663959e-15 1.1230069376e-15
 965 1.1793073520e-10 4.3771048982e-15 1.1175745809e-15
 966 1.1724798945e-10 4.3598326355e-15 1.1120145013e-15
 967 1.1657995185e-10 4.3426489571e-15 1.1063359908e-15
 968 1.1592663483e-10 4.3255532009e-15 1.1005484225e-15
 969 1.1528805029e-10 4.3085446934e-15 1.0946612509e-15
 970 1.1466420957e-10 4.2916227500e-15 1.0886840118e-15
 971 1.1405512345e-10 4.2747866744e-15 1.0826263228e-15
 972 1.1346080217e-10 4.2580357592e-15 1.0764978835e-15
 973 1.1288125538e-10 4.2413692853e-15 1.0703084753e-15
 974 1.1231649219e-10 4.2247865221e-15 1.0640679623e-15
 975 1.1176652114e-10 4.2082867277e-15 1.0577862910e-15
 976 1.1123135021e-10 4.1918691485e-15 1.0514734907e-15
 977 1.1071098681e-10 4.1755330193e-15 1.0451396736e-15
 978 1.1020543777e-10 4.1592775633e-15 1.0387950352e-15
 979 1.0971470935e-10 4.1431019919e-15 1.0324498542e-15
 980 1.0923880726e-10 4.1270055049e-15 1.0261144932e-15
 981 1.0877773661e-10 4.1109872905e-15 1.0197993984e-15
 982 1.0833150194e-10 4.0950465249e-15 1.0135151001e-15
 983 1.0790010720e-10 4.0791823726e-15 1.0072722129e-15
 984 1.0748355577e-10 4.0633939862e-15 1.0010814359e-15
 985 1.0708185045e-10 4.0476805065e-15 9.9495355265e-16
 986 1.0669499344e-10 4.0320410623e-15 9.8889943184e-16
 987 1.0632298636e-10 4.0164747705e-15 9.8293002715e-16
 988 1.0596583024e-10 4.0009807359e-15 9.7705637758e-16
 989 1.0562352551e-10 3.9855580516e-15 9.7128960768e-16
 990 1.0529607203e-10 3.9702057982e-15 9.6564092772e-16
 991 1.0498346902e-10 3.9549230444e-15 9.6012163393e-16
 992 1.0468571515e-10 3.9397088470e-15 9.5474310869e-16
 993 1.0440280847e-10 3.9245622503e-15 9.4951682078e-16
 994 1.0413474640e-10 3.9094822865e-15 9.4445432556e-16
 995 1.0388152581e-10 3.8944679756e-15 9.3956726519e-16
 996 1.0364311768e-10 3.8795184636e-15 9.3486278933e-16
 997 1.0341939106e-10 3.8646334395e-15 9.3032974326e-16
 998 1.0321018800e-10 3.8498127242e-15 9.2595227763e-16
 999 1.0301534876e-10 3.8350561329e-15 9.2171440928e-16
1000 1.0283471173e-10 3.8203634753e-15 9.1760002086e-16
1001 1.0266811347e-10 3.8057345552e-15 9.1359286056e-16
1002 1.0251538869e-10 3.7911691707e-15 9.0967654167e-16
1003 1.0237637024e-10 3.7766671140e-15 9.0583454235e-16
1004 1.0225088913e-10 3.7622281718e-15 9.0205020520e-16
1005 1.0213877449e-10 3.7478521248e-15 8.9830673697e-16
1006 1.0203985358e-10 3.7335387478e-15 8.9458720819e-16
1007 1.0195395180e-10 3.7192878100e-15 8.9087455286e-16
1008 1.0188089266e-10 3.7050990747e-15 8.8715156807e-16
1009 1.0182049779e-10 3.6909722990e-15 8.8340091369e-16
1010 1.0177258694e-10 3.6769072345e-15 8.7960511203e-16
1011 1.0173697794e-10 3.6629036268e-15 8.7574654748e-16
1012 1.0171348676e-10 3.6489612153e-15 8.7180746618e-16
1013 1.0170192744e-10 3.6350797338e-15 8.6776997567e-16
1014 1.0170211210e-10 3.6212589099e-15 8.6361604456e-16
1015 1.0171385098e-10 3.6074984653e-15 8.5932750219e-16
1016 1.0173695238e-10 3.5937981157e-15 8.5488603829e-16
1017 1.0177122267e-10 3.5801575707e-15 8.5027320262e-16
1018 1.0181646630e-10 3.5665765339e-15 8.4547040466e-16
1019 1.0187248579e-10 3.5530547029e-15 8.4045891322e-16
1020 1.0193908172e-10 3.5395917690e-15 8.3521985618e-16
1021 1.0201605271e-10 3.5261874178e-15 8.2973422007e-16
1022 1.0210319545e-10 3.5128413283e-15 8.2398284975e-16
1023 1.0220030465e-10 3.4995531737e-15 8.1794644811e-16
1024 1.0230717309e-10 3.4863226210e-15 8.1160557568e-16
1025 1.0242359158e-10 3.4731493308e-15 8.0494065031e-16
1026 1.0254934893e-10 3.4600329577e-15 7.9793194683e-16
1027 1.0268423201e-10 3.4469731501e-15 7.9055959670e-16
1028 1.0282802569e-10 3.4339695501e-15 7.8280358768e-16
1029 1.0298051286e-10 3.4210217936e-15 7.7464376349e-16
1030 1.0314147443e-10 3.4081295101e-15 7.6605982345e-16
1031 1.0331068929e-10 3.3952923229e-15 7.5703132217e-16
1032 1.0348793436e-10 3.3825098491e-15 7.4753766917e-16
1033 1.0367298454e-10 3.3697816992e-15 7.3755812858e-16
1034 1.0386561270e-10 3.3571074777e-15 7.2707181878e-16
1035 1.0406558974e-10 3.3444867825e-15 7.1605771205e-16
1036 1.0427268865e-10 3.3319192843e-15 7.0450116723e-16
1037 1.0448669716e-10 3.3194049660e-15 6.9241362929e-16
1038 1.0470740528e-10 3.3069438865e-15 6.7981320688e-16
1039 1.0493460121e-10 3.2945361019e-15 6.6671816489e-16
1040 1.0516807126e-10 3.2821816657e-15 6.5314692484e-16
1041 1.0540759993e-10 3.2698806285e-15 6.3911806533e-16
1042 1.0565296985e-10 3.2576330381e-15 6.2465032234e-16
1043 1.0590396176e-10 3.2454389396e-15 6.0976258967e-16
1044 1.0616035459e-10 3.2332983753e-15 5.9447391934e-16
1045 1.0642192534e-10 3.2212113847e-15 5.7880352192e-16
1046 1.0668844919e-10 3.2091780043e-15 5.6277076701e-16
1047 1.0695969941e-10 3.1971982679e-15 5.4639518352e-16
1048 1.0723544738e-10 3.1852722065e-15 5.2969646016e-16
1049 1.0751546261e-10 3.1733998482e-15 5.1269444576e-16
1050 1.0779951271e-10 3.1615812182e-15 4.9540914970e-16
1051 1.0808736340e-10 3.1498163389e-15 4.7786074225e-16
1052 1.0837877847e-10 3.1381052298e-15 4.6006955504e-16
1053 1.0867351985e-10 3.1264479074e-15 4.4205608136e-16
1054 1.0897134751e-10 3.1148443854e-15 4.2384097660e-16
1055 1.0927201953e-10 3.1032946746e-15 4.0544505863e-16
1056 1.0957529207e-10 3.0917987829e-15 3.8688930819e-16
1057 1.0988091936e-10 3.0803567152e-15 3.6819486928e-16
1058 1.1018865369e-10 3.0689684734e-15 3.4938304953e-16
1059 1.1049824543e-10 3.0576340566e-15 3.3047532060e-16
1060 1.1080944300e-10 3.0463534608e-15 3.1149331860e-16
1061 1.1112199289e-10 3.0351266792e-15 2.9245884443e-16
1062 1.1143563962e-10 3.0239537018e-15 2.7339386419e-16
1063 1.1175012578e-10 3.0128345158e-15 2.5432050957e-16
1064 1.1206519200e-10 3.0017691054e-15 2.3526107826e-16
1065 1.1238057692e-10 2.9907574515e-15 2.1623803427e-16
1066 1.1269601724e-10 2.9797995324e-15 1.9727400842e-16
1067 1.1301124768e-10 2.9688953230e-15 1.7839179864e-16
1068 1.1332600099e-10 2.9580447955e-15 1.5961437039e-16
1069 1.1364000793e-10 2.9472479187e-15 1.4096485709e-16
1070 1.1395299728e-10 2.9365046587e-15 1.2246656043e-16
1071 1.1426469582e-10 2.9258149782e-15 1.0414295081e-16
1072 1.1457482836e-10 2.9151788369e-15 8.6017667752e-17
1073 1.1488311769e-10 2.9045961917e-15 6.8114520212e-17
1074 1.1518928459e-10 2.8940669960e-15 5.0457487037e-17
1075 1.1549304786e-10 2.8835912004e-15 3.3070717326e-17
1076 1.1579415007e-10 2.8731686941e-15 1.5976282543e-17
1077 1.1609243548e-10 2.8627991301e-15 -8.1260135808e-19
1078 1.1638777316e-10 2.8524820980e-15 -1.7284887320e-17
1079 1.1668003134e-10 2.8422171814e-15 -3.3429457094e-17
1080 1.1696907737e-10 2.8320039583e-15 -4.9235121087e-17
1081 1.1725477771e-10 2.8218420010e-15 -6.4690618200e-17
1082 1.1753699797e-10 2.8117308757e-15 -7.9784615677e-17
1083 1.1781560286e-10 2.8016701430e-15 -9.4505708945e-17
1084 1.1809045621e-10 2.7916593578e-15 -1.0884242146e-16
1085 1.1836142098e-10 2.7816980688e-15 -1.2278320455e-16
1086 1.1862835923e-10 2.7717858192e-15 -1.3631643727e-16
1087 1.1889113215e-10 2.7619221461e-15 -1.4943042621e-16
1088 1.1914960002e-10 2.7521065809e-15 -1.6211340539e-16
1089 1.1940362224e-10 2.7423386488e-15 -1.7435353606e-16
1090 1.1965305733e-10 2.7326178694e-15 -1.8613890658e-16
1091 1.1989776289e-10 2.7229437561e-15 -1.9745753223e-16
1092 1.2013759565e-10 2.7133158166e-15 -2.0829735507e-16
1093 1.2037241142e-10 2.7037335524e-15 -2.1864624380e-16
1094 1.2060206512e-10 2.6941964592e-15 -2.2849199357e-16
1095 1.2082641076e-10 2.6847040265e-15 -2.3782232586e-16
1096 1.2104530146e-10 2.6752557380e-15 -2.4662488827e-16
1097 1.2125858942e-10 2.6658510712e-15 -2.5488725445e-16
1098 1.2146612593e-10 2.6564894976e-15 -2.6259692384e-16
1099 1.2166776140e-10 2.6471704828e-15 -2.6974132162e-16
1100 1.2186334528e-10 2.6378934859e-15 -2.7630779845e-16
1101 1.2205272614e-10 2.6286579605e-15 -2.8228363041e-16
1102 1.2223575163e-10 2.6194633535e-15 -2.8765601876e-16
1103 1.2241226847e-10 2.6103091060e-15 -2.9241208985e-16
1104 1.2258212247e-10 2.6011946530e-15 -2.9653889493e-16
1105 1.2274515851e-10 2.5921194231e-15 -3.0002340999e-16
1106 1.2290122056e-10 2.5830828390e-15 -3.0285253562e-16
1107 1.2305015166e-10 2.5740843169e-15 -3.0501309685e-16
1108 1.2319179390e-10 2.5651232671e-15 -3.0649184301e-16
1109 1.2332598848e-10 2.5561990934e-15 -3.0727544751e-16
1110 1.2345257563e-10 2.5473111937e-15 -3.0735050779e-16
1111 1.2357139467e-10 2.5384589592e-15 -3.0670354504e-16
1112 1.2368228399e-10 2.5296417752e-15 -3.0532100416e-16
1113 1.2378508102e-10 2.5208590206e-15 -3.0318925352e-16
1114 1.2387962226e-10 2.5121100680e-15 -3.0029458486e-16
1115 1.2396574328e-10 2.5033942836e-15 -2.9662321309e-16
1116 1.2404330848e-10 2.4947111330e-15 -2.9217018979e-16
1117 1.2411230090e-10 2.4860604995e-15 -2.8696627173e-16
1118 1.2417273356e-10 2.4774423701e-15 -2.8105140388e-16
1119 1.2422461986e-10 2.4688567296e-15 -2.7446583834e-16
1120 1.2426797350e-10 2.4603035613e-15 -2.6725013506e-16
1121 1.2430280855e-10 2.4517828465e-15 -2.5944516253e-16
1122 1.2432913940e-10 2.4432945647e-15 -2.5109209853e-16
1123 1.2434698077e-10 2.4348386936e-15 -2.4223243075e-16
1124 1.2435634775e-10 2.4264152088e-15 -2.3290795759e-16
1125 1.2435725576e-10 2.4180240845e-15 -2.2316078876e-16
1126 1.2434972054e-10 2.4096652926e-15 -2.1303334606e-16
1127 1.2433375821e-10 2.4013388033e-15 -2.0256836406e-16
1128 1.2430938521e-10 2.3930445851e-15 -1.9180889077e-16
1129 1.2427661833e-10 2.3847826043e-15 -1.8079828839e-16
1130 1.2423547471e-10 2.3765528255e-15 -1.6958023397e-16
1131 1.2418597185e-10 2.3683552114e-15 -1.5819872017e-16
1132 1.2412812756e-10 2.3601897228e-15 -1.4669805587e-16
1133 1.2406196005e-10 2.3520563185e-15 -1.3512286697e-16
1134 1.2398748784e-10 2.3439549555e-15 -1.2351809702e-16
1135 1.2390472982e-10 2.3358855889e-15 -1.1192900797e-16
1136 1.2381370522e-10 2.3278481718e-15 -1.0040118084e-16
1137 1.2371443364e-10 2.3198426554e-15 -8.8980516440e-17
1138 1.2360693502e-10 2.3118689890e-15 -7.7713236052e-17
1139 1.2349122966e-10 2.3039271199e-15 -6.6645882159e-17
1140 1.2336733821e-10 2.2960169935e-15 -5.5825319131e-17
1141 1.2323528169e-10 2.2881385533e-15 -4.5298733925e-17
1142 1.2309508146e-10 2.2802917408e-15 -3.5113636797e-17
1143 1.2294675926e-10 2.2724764954e-15 -2.5317861994e-17
1144 1.2279033717e-10 2.2646927548e-15 -1.5959568461e-17
1145 1.2262583763e-10 2.2569404546e-15 -7.0872405447e-18
1146 1.2245328345e-10 2.2492195283e-15 1.2503113098e-18
1147 1.2227269782e-10 2.2415299077e-15 9.0039498530e-18
1148 1.2208410425e-10 2.2338715223e-15 1.6124210331e-17
1149 1.2188752665e-10 2.2262442998e-15 2.2561299781e-17
1150 1.2168298929e-10 2.2186481659e-15 2.8265096333e-17
1151 1.2147051678e-10 2.2110830442e-15 3.3185148507e-17
1152 1.2125013413e-10 2.2035488564e-15 3.7270674507e-17
1153 1.2102186670e-10 2.1960455221e-15 4.0470561524e-17
1154 1.2078574023e-10 2.1885729588e-15 4.2733365032e-17
1155 1.2054178081e-10 2.1811310822e-15 4.4007308085e-17
1156 1.2029003067e-10 2.1737198048e-15 4.4257383921e-17
1157 1.2003059563e-10 2.1663390336e-15 4.3516901883e-17
1158 1.1976359825e-10 2.1589886726e-15 4.1836591773e-17
1159 1.1948916211e-10 2.1516686234e-15 3.9267560488e-17
1160 1.1920741182e-10 2.1443787859e-15 3.5861292850e-17
1161 1.1891847301e-10 2.1371190578e-15 3.1669652439e-17
1162 1.1862247239e-10 2.1298893344e-15 2.6744882427e-17
1163 1.1831953765e-10 2.1226895093e-15 2.1139606407e-17
1164 1.1800979758e-10 2.1155194737e-15 1.4906829232e-17
1165 1.1769338197e-10 2.1083791169e-15 8.0999378416e-18
1166 1.1737042168e-10 2.1012683257e-15 7.7270209612e-19
1167 1.1704104860e-10 2.0941869853e-15 -7.0207243895e-18
1168 1.1670539569e-10 2.0871349783e-15 -1.5225803414e-17
1169 1.1636359694e-10 2.0801121853e-15 -2.3787611358e-17
1170 1.1601578742e-10 2.0731184848e-15 -3.2650838349e-17
1171 1.1566210324e-10 2.0661537532e-15 -4.1759787432e-17
1172 1.1530268158e-10 2.0592178645e-15 -5.1058373735e-17
1173 1.1493766068e-10 2.0523106908e-15 -6.0490123638e-17
1174 1.1456717983e-10 2.0454321018e-15 -6.9998173937e-17
1175 1.1419137941e-10 2.0385819652e-15 -7.9525271015e-17
1176 1.1381040085e-10 2.0317601464e-15 -8.9013770009e-17
1177 1.1342438667e-10 2.0249665085e-15 -9.8405633977e-17
1178 1.1303348045e-10 2.0182009128e-15 -1.0764243306e-16
1179 1.1263782685e-10 2.0114632179e-15 -1.1666534367e-16
1180 1.1223757160e-10 2.0047532806e-15 -1.2541514761e-16
1181 1.1183286154e-10 1.9980709551e-15 -1.3383223132e-16
1182 1.1142384455e-10 1.9914160938e-15 -1.4185658495e-16
1183 1.1101066964e-10 1.9847885465e-15 -1.4942780161e-16
1184 1.1059348687e-10 1.9781881611e-15 -1.5648507649e-16
1185 1.1017244742e-10 1.9716147828e-15 -1.6296720603e-16
1186 1.0974770354e-10 1.9650682551e-15 -1.6881258712e-16
1187 1.0931940859e-10 1.9585484189e-15 -1.7395921624e-16
1188 1.0888771701e-10 1.9520551129e-15 -1.7834468860e-16
1189 1.0845278438e-10 1.9455881735e-15 -1.8190619739e-16
1190 1.0801476732e-10 1.9391474351e-15 -1.8458053287e-16
1191 1.0757382361e-10 1.9327327294e-15 -1.8630408156e-16
1192 1.0713011211e-10 1.9263438862e-15 -1.8701282543e-16
1193 1.0668379279e-10 1.9199807329e-15 -1.8664234104e-16
1194 1.0623502674e-10 1.9136430944e-15 -1.8512779871e-16
1195 1.0578397616e-10 1.9073307935e-15 -1.8240396171e-16
1196 1.0533079981e-10 1.9010436663e-15 -1.7842442081e-16
1197 1.0487563932e-10 1.8947816086e-15 -1.7321955703e-16
1198 1.0441863272e-10 1.8885445301e-15 -1.6683928560e-16
1199 1.0395991899e-10 1.8823323389e-15 -1.5933388561e-16
1200 1.0349963805e-10 1.8761449411e-15 -1.5075400079e-16
1201 1.0303793073e-10 1.8699822415e-15 -1.4115064027e-16
1202 1.0257493887e-10 1.8638441428e-15 -1.3057517938e-16
1203 1.0211080519e-10 1.8577305462e-15 -1.1907936040e-16
1204 1.0164567341e-10 1.8516413512e-15 -1.0671529339e-16
1205 1.0117968819e-10 1.8455764555e-15 -9.3535456917e-17
1206 1.0071299512e-10 1.8395357550e-15 -7.9592698871e-17
1207 1.0024574077e-10 1.8335191441e-15 -6.4940237225e-17
1208 9.9778072656e-11 1.8275265153e-15 -4.9631660826e-17
1209 9.9310139268e-11 1.8215577592e-15 -3.3720930166e-17
1210 9.8842090042e-11 1.8156127651e-15 -1.7262378170e-17
1211 9.8374075384e-11 1.8096914201e-15 -3.1071097033e-19
1212 9.7906246665e-11 1.8037936098e-15 1.7078991312e-17
1213 9.7438756223e-11 1.7979192180e-15 3.4851273787e-17
1214 9.6971757365e-11 1.7920681266e-15 5.2950306017e-17
1215 9.6505404371e-11 1.7862402160e-15 7.1319881235e-17
1216 9.6039852494e-11 1.7804353646e-15 8.9903415567e-17
1217 9.5575257960e-11 1.7746534490e-15 1.0864394725e-16
1218 9.5111777975e-11 1.7688943443e-15 1.2748413586e-16
1219 9.4649570722e-11 1.7631579235e-15 1.4636626151e-16
1220 9.4188795367e-11 1.7574440579e-15 1.6523222411e-16
1221 9.3729612059e-11 1.7517526171e-15 1.8402354253e-16
1222 9.3272181930e-11 1.7460834689e-15 2.0268135390e-16
1223 9.2816667102e-11 1.7404364792e-15 2.2114641273e-16
1224 9.2363230684e-11 1.7348115121e-15 2.3935909022e-16
1225 9.1912036777e-11 1.7292084299e-15 2.5725937344e-16
1226 9.1463250473e-11 1.7236270931e-15 2.7478686454e-16
1227 9.1017037862e-11 1.7180673605e-15 2.9188077999e-16
1228 9.0573566028e-11 1.7125290889e-15 3.0847994981e-16
1229 9.0133003056e-11 1.7070121332e-15 3.2452281675e-16
1230 8.9695518030e-11 1.7015163468e-15 3.3994743555e-16
1231 8.9261281038e-11 1.6960415808e-15 3.5469147215e-16
1232 8.8830463172e-11 1.6905876849e-15 3.6869220288e-16
1233 8.8403236531e-11 1.6851545067e-15 3.8188651374e-16
1234 8.7979774223e-11 1.6797418920e-15 3.9421089956e-16
1235 8.7560250365e-11 1.6743496848e-15 4.0560146327e-16
1236 8.7144821844e-11 1.6689777563e-15 4.1600971780e-16
1237 8.6733573340e-11 1.6636260932e-15 4.2545019821e-16
1238 8.6326571658e-11 1.6582947107e-15 4.3395341111e-16
1239 8.5923883909e-11 1.6529836229e-15 4.4155008353e-16
1240 8.5525577512e-11 1.6476928435e-15 4.4827116334e-16
1241 8.5131720196e-11 1.6424223853e-15 4.5414781972e-16
1242 8.4742379998e-11 1.6371722605e-15 4.5921144365e-16
1243 8.4357625267e-11 1.6319424803e-15 4.6349364831e-16
1244 8.3977524661e-11 1.6267330554e-15 4.6702626960e-16
1245 8.3602147149e-11 1.6215439957e-15 4.6984136655e-16
1246 8.3231562012e-11 1.6163753102e-15 4.7197122184e-16
1247 8.2865838843e-11 1.6112270072e-15 4.7344834220e-16
1248 8.2505047548e-11 1.6060990944e-15 4.7430545890e-16
1249 8.2149258346e-11 1.6009915786e-15 4.7457552822e-16
1250 8.1798541770e-11 1.5959044658e-15 4.7429173188e-16
1251 8.1452968665e-11 1.5908377614e-15 4.7348747753e-16
